Volatility 3 Framework 2.26.2

Offset	Name
0xc90c08390a70	\Endpoint
0xc90c08390c00	\Windows\System32\bitsperf.dll
0xc90c08390d90	\Endpoint
0xc90c083910b0	\Windows\System32\aadWamExtension.dll
0xc90c08391240	\Windows\System32\svchost.exe
0xc90c083913d0	\LOCAL\mojo.5488.5628.7231552286312410423
0xc90c08391880	\ProgramData\Microsoft\Windows Defender\Support\MpWppTracing-20240704-034452-00000003-ffffffff.bin
0xc90c08391a10	\Winsock2\CatalogChangeListener-274-0
0xc90c08391ba0	\Windows\System32\NotificationController.dll
0xc90c08391d30	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\metadata\MANIFEST-000004
0xc90c08391ec0	\Endpoint
0xc90c083921e0	\$Directory
0xc90c08392370	\ProgramData\Microsoft\Windows Defender\Support\MPDetection-20240704-133248.log
0xc90c08392500	\Windows\System32\en-US\iphlpsvc.dll.mui
0xc90c08392820	\Windows\System32\vsocklib.dll
0xc90c083929b0	\$Directory
0xc90c08392cd0	\Windows\System32\mi.dll
0xc90c08392e60	\Windows\System32\miutils.dll
0xc90c08393180	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87
0xc90c08393310	\Users\Elon\AppData\Local\Microsoft\Windows\WebCache\WebCacheV01.dat
0xc90c083934a0	\Windows\System32\sscore.dll
0xc90c08393630	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
0xc90c08393ae0	\Windows\SystemResources\notepad.exe.mun
0xc90c08393e00	\$Directory
0xc90c083942b0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Sync Data\LevelDB\LOG
0xc90c083945d0	\Windows\System32\en-US\propsys.dll.mui
0xc90c08394760	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Visited Links
0xc90c083948f0	\Windows\System32\sscoreext.dll
0xc90c08394a80	\Windows\System32\en-US\ESENT.dll.mui
0xc90c08394c10	\Windows\System32\resutils.dll
0xc90c08394da0	\Windows\System32\en-US\KernelBase.dll.mui
0xc90c083950c0	\Windows\System32\clusapi.dll
0xc90c08395890	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Web Data
0xc90c08395a20	\$ConvertToNonresident
0xc90c08395bb0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Vpn Tokens-journal
0xc90c08395d40	\Windows\System32\winevt\Logs\Microsoft-Windows-HelloForBusiness%4Operational.evtx
0xc90c08395ed0	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
0xc90c08396380	\Windows\System32\webservices.dll
0xc90c08396830	\ProgramData\Microsoft\Windows Defender\Scans\History\CacheManager\A76705C4-882B-4112-9F4B-63E7E08CAA1E-0.bin
0xc90c083969c0	\$Directory
0xc90c08396e70	\LOCAL\mojo.5488.5704.8369039137348100415
0xc90c08397190	\Windows\System32\cryptxml.dll
0xc90c083977d0	\Windows\System32\winevt\Logs\Microsoft-Windows-TaskScheduler%4Maintenance.evtx
0xc90c08397960	\Windows\Fonts\segoeuib.ttf
0xc90c08397af0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Vpn Tokens
0xc90c08397c80	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Sync Data\LevelDB\LOCK
0xc90c08398130	\LOCAL\mojo.5488.5704.8369039137348100415
0xc90c08398770	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87
0xc90c08398900	\ProgramData\Microsoft\Windows Defender\Scans\MpDiag.bin
0xc90c08398a90	\Windows\System32\provsvc.dll
0xc90c08398c20	\Config.Msi\ef50e.rbfcp140.dll
0xc90c08399260	\Program Files\VMware\VMware Tools\hgfs.dll
0xc90c083993f0	\Program Files\VMware\VMware Tools\plugins\vmsvc\autoUpgrade.dll
0xc90c08399710	\Program Files\VMware\VMware Tools\plugins\vmsvc\bitMapper.dll
0xc90c08399a30	\Program Files\VMware\VMware Tools\plugins\common\vix.dll
0xc90c08399d50	\Windows\Fonts\consolaz.ttf
0xc90c0839a6b0	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\icudtl.dat
0xc90c0839a9d0	\Program Files\VMware\VMware Tools\guestStoreClient.dll
0xc90c0839acf0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\HubApps Icons-journal
0xc90c0839ae80	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Site Characteristics Database\000005.ldb
0xc90c0839b1a0	\Windows\System32\dmcmnutils.dll
0xc90c0839b330	\$Directory
0xc90c0839b650	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\GPUCache\index
0xc90c0839b7e0	\Windows\System32\mpr.dll
0xc90c084022e0	\CMNotify
0xc90c08402470	\Program Files\VMware\VMware Tools\plugins\vmsvc\deviceHelper.dll
0xc90c08402600	\Windows\Registration\R000000000006.clb
0xc90c08402920	\Windows\SysWOW64\webservices.dll
0xc90c08402dd0	\ProgramData\Microsoft\Diagnosis\EventStore.db
0xc90c084035a0	\CMApi
0xc90c08403a50	\$Directory
0xc90c08403d70	\Program Files\VMware\VMware Tools\plugins\vmsvc\hwUpgradeHelper.dll
0xc90c08404220	\Program Files\VMware\VMware Tools\plugins\vmsvc\powerOps.dll
0xc90c084043b0	\Program Files\VMware\VMware Tools\plugins\vmsvc\resolutionSet.dll
0xc90c08404540	\Program Files\VMware\VMware Tools\plugins\vmsvc\timeSync.dll
0xc90c084049f0	\Windows\System32\MoUsoCoreWorker.exe
0xc90c08404b80	\Program Files\VMware\VMware Tools\plugins\vmsvc\diskWiper.dll
0xc90c084051c0	\vgauth-service
0xc90c08405350	\CMNotify
0xc90c08405670	\Users\Elon\AppData\Local\Microsoft\Windows\Caches\cversions.3.db
0xc90c08405800	\Windows\System32\stdole2.tlb
0xc90c08405990	\srvsvc
0xc90c08405cb0	\ProgramData\Microsoft\Diagnosis\EventStore.db-shm
0xc90c08405e40	\CMNotify
0xc90c084067a0	\CMNotify
0xc90c08406c50	\Windows\Registration\R000000000006.clb
0xc90c08406de0	\CMNotify
0xc90c08407290	\Windows\System32\wbem\wbemprox.dll
0xc90c08407420	\Endpoint
0xc90c084075b0	\Windows\System32\fltLib.dll
0xc90c084078d0	\Program Files\Windows Defender\MpRtp.dll
0xc90c08407a60	\$Directory
0xc90c084080a0	\Windows\System32\es.dll
0xc90c08408230	\CMNotify
0xc90c084083c0	\Windows\System32\en-US\wldap32.dll.mui
0xc90c08408550	\Windows\Registration\R000000000006.clb
0xc90c084086e0	\$ConvertToNonresident
0xc90c08408870	\Windows\Registration\R000000000006.clb
0xc90c08408d20	\Windows\Temp\DESKTOP-T51LU0E-20240714-2106.log
0xc90c08409680	\chrome.5364.1.106013702
0xc90c08409b30	\$Directory
0xc90c08409e50	\Windows\System32\dllhost.exe
0xc90c0840a170	\$Directory
0xc90c0840a620	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\Database\LOG
0xc90c0840a940	\$Directory
0xc90c0840aad0	\$Directory
0xc90c0840ac60	\Windows\System32\en-US\vsstrace.dll.mui
0xc90c0840b430	\Windows\SoftwareDistribution\DataStore\DataStore.edb
0xc90c0840b5c0	\Windows\System32\WofUtil.dll
0xc90c0840b750	\Windows\SysWOW64\d3d9.dll
0xc90c0840b8e0	\gecko.5364.720.9069219889778549631
0xc90c0840bc00	\Windows\System32\QuickActionsDataModel.dll
0xc90c0840bd90	\Windows\System32\wbem\esscli.dll
0xc90c0840c240	\ProgramData\Microsoft\Diagnosis\TenantStorage\P-ARIA\EventStore.db
0xc90c0840c880	\CMApi
0xc90c0840ca10	\Windows\rescache\_merged\4036660207\1991911037.pri
0xc90c0840cba0	\Windows\System32\wbem\wbemcore.dll
0xc90c0840cd30	\Windows\System32\wshom.ocx
0xc90c0840d1e0	\$Directory
0xc90c0840d370	\ProgramData\Microsoft\Diagnosis\TenantStorage\P-ARIA\EventStore.db-shm
0xc90c0840d500	\gecko.5364.720.9069219889778549631
0xc90c0840d690	\Windows\Registration\R000000000006.clb
0xc90c0840d9b0	\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db
0xc90c0840db40	\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db-wal
0xc90c0840dcd0	\Windows\System32\licmgr10.dll
0xc90c0840e310	\ProgramData\Microsoft\Diagnosis\ScenariosSqlStore\EventStore.db-shm
0xc90c0840e7c0	\Windows\SysWOW64\dcomp.dll
0xc90c0840eae0	\Windows\System32\winevt\Logs\Microsoft-Windows-SMBServer%4Security.evtx
0xc90c0840ee00	\Windows\System32\wbem\Repository\MAPPING1.MAP
0xc90c0840f120	\Windows\System32\winevt\Logs\Microsoft-Windows-SMBServer%4Operational.evtx
0xc90c0840f440	\Windows\System32\WinMetadata\Windows.ApplicationModel.winmd
0xc90c0840f760	\Windows\System32\wbem\Repository\MAPPING2.MAP
0xc90c0840f8f0	\Windows\System32\wbem\Repository\INDEX.BTR
0xc90c0840fda0	\Windows\System32\amsi.dll
0xc90c08410250	\Windows\System32\wbem\Repository\OBJECTS.DATA
0xc90c08410570	\Windows\System32\txflog.dll
0xc90c08410700	\Windows\System32\WinMetadata\Windows.System.winmd
0xc90c08410890	\Windows\Registration\R000000000006.clb
0xc90c08410a20	\Program Files\Windows Defender\MpOAV.dll
0xc90c08410bb0	\Windows\System32
0xc90c08410ed0	\Windows\System32\winevt\Logs\Microsoft-Windows-SMBServer%4Connectivity.evtx
0xc90c084111f0	\Windows\System32\wbem\wmiutils.dll
0xc90c08411380	\Windows\System32\wbem\wbemsvc.dll
0xc90c08411510	\Windows\System32\en-US\user32.dll.mui
0xc90c084119c0	\Windows\System32\dllhost.exe
0xc90c08411b50	\Windows\SysWOW64\dui70.dll
0xc90c08411ce0	\Windows\System32\esent.dll
0xc90c08412190	\Windows\System32\cscapi.dll
0xc90c08412320	\Windows\System32\msdtc.exe
0xc90c084124b0	\Windows\System32\msdtcprx.dll
0xc90c08412640	\Windows\System32\ncobjapi.dll
0xc90c08412af0	\Windows\System32\ktmw32.dll
0xc90c08412c80	\Windows\System32\wbem\WmiPrvSD.dll
0xc90c08413130	\Windows\System32\srumsvc.dll
0xc90c084132c0	\Windows\Registration\R000000000006.clb
0xc90c084135e0	\Windows\System32\en-US\ESENT.dll.mui
0xc90c08413770	\Windows\System32\en-US\propsys.dll.mui
0xc90c08413900	\Windows\System32\wbem\wbemess.dll
0xc90c08413a90	\$ConvertToNonresident
0xc90c08413db0	\Windows\System32\mtxclu.dll
0xc90c084140d0	\Windows\System32\wbem\WmiPrvSE.exe
0xc90c08414260	\$ConvertToNonresident
0xc90c084143f0	\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApi.ProxyStub.dll
0xc90c08414580	\Windows\System32\en-US\KernelBase.dll.mui
0xc90c08414710	\Windows\System32\windowsperformancerecordercontrol.dll
0xc90c08414a30	\Windows\System32\en-US\StartTileData.dll.mui
0xc90c08414bc0	\LOCAL\cubeb-pipe-5364-0
0xc90c08415200	\MmThread
0xc90c08415390	\Windows\System32\msdtctm.dll
0xc90c084159d0	\Windows\Registration\R000000000006.clb
0xc90c08415b60	\Windows\System32\vfuprov.dll
0xc90c084164c0	\Windows\appcompat\Programs\Amcache.hve.LOG2
0xc90c08416970	\Windows\System32\eeprov.dll
0xc90c08416b00	\Windows\System32\Windows.Security.Authentication.OnlineId.dll
0xc90c08416c90	\CMApi
0xc90c08416e20	\Windows\System32\aepic.dll
0xc90c08417140	\LOCAL\cubeb-pipe-5364-0
0xc90c084172d0	\Windows\System32\Windows.StateRepositoryPS.dll
0xc90c08417460	\Windows\System32\OneSettingsClient.dll
0xc90c084175f0	\Windows\System32\msdtclog.dll
0xc90c08417780	\Windows\System32\comsvcs.dll
0xc90c08417910	\Windows\System32
0xc90c08417aa0	\Windows\appcompat\Programs\Amcache.hve.LOG1
0xc90c08418270	\Windows\System32\MsDtc\Trace\dtctrace.log
0xc90c08418400	\Windows\System32\nduprov.dll
0xc90c08418590	\Windows\System32\Windows.Web.dll
0xc90c08418bd0	\$ConvertToNonresident
0xc90c08418d60	\Windows\System32\Windows.Networking.Connectivity.dll
0xc90c08418ef0	\Windows\System32\en-US\msxml6r.dll.mui
0xc90c08419080	\Windows\System32\en-US\crypt32.dll.mui
0xc90c084193a0	\Windows\System32\en-US\lsm.dll.mui
0xc90c08419530	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Functional SAN Data-wal
0xc90c084196c0	\$ConvertToNonresident
0xc90c08419850	\Windows\System32\wpnsruprov.dll
0xc90c084199e0	\Windows\System32\mtxoci.dll
0xc90c08419d00	\$Directory
0xc90c0841a1b0	\Windows\System32\appsruprov.dll
0xc90c0841a340	\Windows\System32\wosc.dll
0xc90c0841a4d0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\Database\LOCK
0xc90c0841a660	\Windows\SysWOW64\duser.dll
0xc90c0841a980	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Functional SAN Data
0xc90c0841ab10	\$ConvertToNonresident
0xc90c0841b920	\Windows\System32\AppXDeploymentServer.dll
0xc90c0841bab0	\Windows\System32
0xc90c0841bc40	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\Database\000003.log
0xc90c0841bdd0	\Windows\System32\en-US\AppXDeploymentServer.dll.mui
0xc90c0841c410	\Windows\System32\WinMetadata\Windows.UI.winmd
0xc90c0841c730	\Windows\System32\ncuprov.dll
0xc90c0841cbe0	\Windows\System32\svchost.exe
0xc90c0841cd70	\$Directory
0xc90c0841d6d0	\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.27323.0_x64__8wekyb3d8bbwe\msvcp140_app.dll
0xc90c0841d9f0	\Windows\SysWOW64\mfc42.dll
0xc90c0841e350	\Windows\System32\wbem\en-US\cimwin32.dll.mui
0xc90c0841e670	\Windows\System32\updatepolicy.dll
0xc90c0841eb20	\Windows\System32\Windows.System.Profile.PlatformDiagnosticsAndUsageDataSettings.dll
0xc90c0841ecb0	\Windows\System32\en-US\winnlsres.dll.mui
0xc90c0841ee40	\Windows\System32\wcmapi.dll
0xc90c0841f160	\Windows\System32\framedynos.dll
0xc90c0841f2f0	\Windows\System32\energyprov.dll
0xc90c0841f480	\Windows\System32\MsDtc\MSDTC.LOG
0xc90c0841f610	\$Directory
0xc90c0841fac0	\Windows\System32\dusmapi.dll
0xc90c0841fde0	\Windows\Registration\R000000000006.clb
0xc90c08420100	\Windows\System32\winevt\Logs\Microsoft-Windows-UniversalTelemetryClient%4Operational.evtx
0xc90c08420420	\CMNotify
0xc90c084205b0	\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.27323.0_x64__8wekyb3d8bbwe\vccorlib140_app.dll
0xc90c08420740	\Windows\System32\en-US\msdtcVSp1res.dll.mui
0xc90c084208d0	\Windows\System32\en-US\Windows.Web.dll.mui
0xc90c08420a60	\Program Files\WindowsApps\Microsoft.VCLibs.140.00_14.0.27323.0_x64__8wekyb3d8bbwe\vcruntime140_app.dll
0xc90c08420bf0	\Windows\System32\MrmDeploy.dll
0xc90c08420d80	\Windows\System32\en-US\svchost.exe.mui
0xc90c084213c0	\Windows\System32\SleepStudy\ScreenOn\ScreenOnPowerStudyTraceSession-2024-07-04-03-44-53.etl
0xc90c084216e0	\Windows\System32\en-US\ieframe.dll.mui
0xc90c08421a00	\Windows\System32\InputSwitch.dll
0xc90c08421b90	\Windows\System32\globinputhost.dll
0xc90c08421d20	\Windows\System32\wininet.dll
0xc90c08421eb0	\$Directory
0xc90c084e2940	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTDiagtrack-Listener.etl
0xc90c084e48e0	\$ConvertToNonresident
0xc90c084f4190	\Windows\System32\config\TxR\{53b39e3d-18c4-11ea-a811-000d3aa4692b}.TxR.blf
0xc90c084f4470	\Windows\System32\config\TxR\{53b39e3d-18c4-11ea-a811-000d3aa4692b}.TxR.2.regtrans-ms
0xc90c084f5720	\SystemRoot\System32\Config\TxR\{53b39e3d-18c4-11ea-a811-000d3aa4692b}.TxR
0xc90c084f5890	\Windows\System32\config\TxR\{53b39e3d-18c4-11ea-a811-000d3aa4692b}.TxR.0.regtrans-ms
0xc90c084f5a00	\Windows\System32\config\TxR\{53b39e3d-18c4-11ea-a811-000d3aa4692b}.TxR.1.regtrans-ms
0xc90c084f7df0	\$PrepareToShrinkFileSize
0xc90c084f9d90	\Windows\System32\drivers\condrv.sys
0xc90c08677150	\Windows\System32\srumapi.dll
0xc90c08677470	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\icudtl.dat
0xc90c08677600	\Windows\System32\cmd.exe
0xc90c08677790	\Program Files\7-Zip\7zG.exe
0xc90c08677920	\Windows\System32\Windows.System.Profile.RetailInfo.dll
0xc90c08677ab0	\Users\Elon\AppData\Local\Temp\f4b2e3ec-e050-4b58-9e6d-3154da6fbafb.tmp
0xc90c08677c40	\Windows\System32\ncryptprov.dll
0xc90c08677dd0	\Windows\System32\en-US\svchost.exe.mui
0xc90c08678280	\Windows\System32\ncryptsslp.dll
0xc90c08678410	\Windows\Fonts\times.ttf
0xc90c086785a0	\Windows\System32\Windows.UI.CredDialogController.dll
0xc90c08678730	\Windows\System32\Windows.UI.Xaml.Resources.Common.dll
0xc90c086788c0	\Windows\System32\dssenh.dll
0xc90c08678a50	\CMNotify
0xc90c08678d70	\Windows\System32\en-US\InputSwitch.dll.mui
0xc90c08679090	\Windows\System32\msftedit.dll
0xc90c08679220	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e\comctl32.dll
0xc90c086793b0	\Windows\System32\en-US\mswsock.dll.mui
0xc90c08679540	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\ShaderCache\data_0
0xc90c08679860	\Windows\System32\mskeyprotect.dll
0xc90c086799f0	\Windows\System32\winevt\Logs\Microsoft-Windows-WMI-Activity%4Operational.evtx
0xc90c08679b80	\wkssvc
0xc90c08679d10	\Windows\System32\en-US\windows.ui.xaml.dll.mui
0xc90c08679ea0	\Windows\System32
0xc90c0867a1c0	\$Directory
0xc90c0867a350	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.OOBENetworkCaptivePortal_10.0.19041.1023_neutral__cw5n1h2txyewy\S-1-5-21-3274565340-3808842250-3617890653-1001.pckgdep
0xc90c0867a4e0	\LOCAL\mojo.5488.5628.3365618858206280787
0xc90c0867a670	\$Directory
0xc90c0867a800	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Site Characteristics Database\000005.ldb
0xc90c0867a990	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Sync Data\LevelDB\000005.ldb
0xc90c0867ab20	\$Directory
0xc90c0867acb0	\$Directory
0xc90c0867b160	\LOCAL\mojo.5488.5628.3365618858206280787
0xc90c0867b2f0	\Windows\System32\wscapi.dll
0xc90c0867b610	\ProgramData\Microsoft\Windows Defender\IMpService77BDAF73-B396-481F-9042-AD358843EC24.lock
0xc90c0867b7a0	\$ConvertToNonresident
0xc90c0867b930	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-wal
0xc90c0867bc50	\Windows\Fonts\timesbd.ttf
0xc90c0867bde0	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db
0xc90c0867c100	\Windows\System32\winevt\Logs\Microsoft-Windows-LiveId%4Operational.evtx
0xc90c0867c290	\Windows\Prefetch\7ZG.EXE-F49B3D46.pf
0xc90c0867c420	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\icudtl.dat
0xc90c0867c5b0	\ProgramData\Microsoft\Windows Defender\Scans\mpenginedb.db-shm
0xc90c0867c740	\Windows\WindowsShell.Manifest
0xc90c0867c8d0	\Windows\System32\en-US\crypt32.dll.mui
0xc90c0867ca60	\Windows\System32\ssdpsrv.dll
0xc90c0867cbf0	\Windows\System32\en-US\dnsapi.dll.mui
0xc90c0867cd80	\Windows\System32\SecureTimeAggregator.dll
0xc90c0867d0a0	\Windows\System32\Clipc.dll
0xc90c0867d230	\$ConvertToNonresident
0xc90c0867d550	\ProgramData\Microsoft\Windows Defender\Definition Updates\Updates
0xc90c0867d6e0	\Windows\Fonts\timesi.ttf
0xc90c0867d870	\Windows\System32\catsrv.dll
0xc90c0867da00	\Windows\System32\en-US\Windows.UI.CredDialogController.dll.mui
0xc90c0867db90	\Windows\System32\en-US\Windows.Security.Authentication.Web.Core.dll.mui
0xc90c0867dd20	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87
0xc90c0867deb0	\Windows\System32\catsrvut.dll
0xc90c0867e1d0	\Windows\System32\en-US\crypt32.dll.mui
0xc90c0867e360	\$Directory
0xc90c0867e4f0	\Windows\Fonts\arial.ttf
0xc90c0867e680	\Windows\System32\mfcsubs.dll
0xc90c0867e9a0	\Windows\System32\catsrvps.dll
0xc90c0867eb30	\$ConvertToNonresident
0xc90c0867ecc0	\Windows\Registration\R000000000006.clb
0xc90c0867ee50	\Windows\SystemApps\Microsoft.Windows.OOBENetworkCaptivePortal_cw5n1h2txyewy\AppxManifest.xml
0xc90c0867f300	\Windows\System32\wlms
0xc90c0867f490	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87
0xc90c0867f620	\Windows\Media\Windows User Account Control.wav
0xc90c0867f7b0	\Windows\Fonts\tahomabd.ttf
0xc90c0867f940	\Windows\assembly\NativeImages_v4.0.30319_64\System.Dired13b18a9#\f87e7f9015ee7fb19ce758d568e10549\System.DirectoryServices.ni.dll.aux
0xc90c0867fc60	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.OOBENetworkConnectionFlow_10.0.19041.1023_neutral__cw5n1h2txyewy\S-1-5-21-3274565340-3808842250-3617890653-1001.pckgdep
0xc90c0867fdf0	\Windows\Fonts\timesbi.ttf
0xc90c08680110	\$Directory
0xc90c08680430	\$Directory
0xc90c086805c0	\Windows\System32\en-US\Windows.Security.Authentication.Web.Core.dll.mui
0xc90c086808e0	\Windows\System32\PlayToDevice.dll
0xc90c08680a70	\$Directory
0xc90c086810b0	\Windows\System32\BthAvctpSvc.dll
0xc90c086813d0	\Windows\System32\bcd.dll
0xc90c08681560	\Windows\System32\dcntel.dll
0xc90c08681880	\$Directory
0xc90c08681d30	\Windows\System32\Windows.Internal.Bluetooth.dll
0xc90c08681ec0	\Windows\Fonts\LHANDW.TTF
0xc90c08682370	\Windows\SystemApps\Microsoft.Windows.OOBENetworkConnectionFlow_cw5n1h2txyewy\AppxManifest.xml
0xc90c08682500	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.DirectoryServices\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.DirectoryServices.dll
0xc90c08682690	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.DirectoryServices\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.DirectoryServices.dll
0xc90c086829b0	\Windows\Registration\R000000000006.clb
0xc90c08682b40	\Windows\System32\deviceassociation.dll
0xc90c08682cd0	\$ConvertToNonresident
0xc90c08682e60	\Sessions\1\AppContainerNamedObjects\S-1-15-2-3251537155-1984446955-2931258699-841473695-1938553385-924012159-129201922
0xc90c08683310	\Windows\Fonts\arialbd.ttf
0xc90c086834a0	\Windows\System32\en-US\KernelBase.dll.mui
0xc90c08683630	\Windows\Fonts\arialbi.ttf
0xc90c086837c0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Sync Data\LevelDB\000006.log
0xc90c08683ae0	\Users\Elon\AppData\Local\Microsoft\Windows\UsrClass.dat
0xc90c08683c70	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\v8_context_snapshot.bin
0xc90c08683e00	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\v8_context_snapshot.bin
0xc90c08684120	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\msedge_100_percent.pak
0xc90c086845d0	\Windows\System32\SndVolSSO.dll
0xc90c08684760	\$Directory
0xc90c086848f0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Favicons
0xc90c08684a80	\$Directory
0xc90c08684da0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\load_statistics.db-shm
0xc90c086850c0	\LOCAL\mojo.5488.5704.8422542964577197381
0xc90c08685700	\Windows\Fonts\ariblk.ttf
0xc90c08685890	\Endpoint
0xc90c08685bb0	\Windows\Fonts\consola.ttf
0xc90c08685d40	\Users\Elon\NTUSER.DAT
0xc90c08685ed0	\Users\Elon\ntuser.dat.LOG1
0xc90c086861f0	\LOCAL\mojo.5488.5628.6065999883810615212
0xc90c08686380	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\load_statistics.db-wal
0xc90c08686510	\Windows\Fonts\ariali.ttf
0xc90c086866a0	\Users\Elon\ntuser.dat.LOG2
0xc90c08686ce0	\Users\Elon\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TMContainer00000000000000000002.regtrans-ms
0xc90c08686e70	\Users\Elon\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2
0xc90c08687320	\$Directory
0xc90c086877d0	\$Directory
0xc90c08687960	\Windows\System32\en-US\KernelBase.dll.mui
0xc90c08687c80	\Windows\System32\ContentDeliveryManager.Utilities.dll
0xc90c086882c0	\Device\HarddiskVolume3\Users\Elon\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM
0xc90c08688450	\$Directory
0xc90c08688900	\Windows\System32\Windows.CloudStore.dll
0xc90c08688a90	\Windows\System32\SettingSync.dll
0xc90c08688db0	\Device\HarddiskVolume3\Users\Elon\NTUSER.DAT{53b39e88-18c4-11ea-a811-000d3aa4692b}.TM
0xc90c086890d0	\Users\Elon\AppData\Local\Microsoft\Windows\UsrClass.dat{c390ecb1-3a44-11ef-b9c3-000c29158dc7}.TM.blf
0xc90c08689260	\Users\Elon\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}_osk_exe
0xc90c086893f0	\Windows\Registration\R000000000006.clb
0xc90c08689580	\Windows\System32\shacctprofile.dll
0xc90c08689710	\Windows\System32\en-US\winsrv.dll.mui
0xc90c08689a30	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\msedge_100_percent.pak
0xc90c08689d50	\Users\Elon\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\LocalState\AppIconCache\100\Microsoft_SkyDrive_Desktop
0xc90c08689ee0	\Windows\System32\en-US\user32.dll.mui
0xc90c0868a200	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\GPUCache\data_0
0xc90c0868a390	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\msedge_200_percent.pak
0xc90c0868a6b0	\Windows\System32\CBDHSvc.dll
0xc90c0868a840	\Windows\System32\cdpusersvc.dll
0xc90c0868a9d0	\CMApi
0xc90c0868ab60	\Windows\System32
0xc90c0868acf0	\Windows\System32\en-US\user32.dll.mui
0xc90c0868ae80	\Windows\System32\sihost.exe
0xc90c0868b1a0	\Windows\System32\deviceaccess.dll
0xc90c0868b330	\Windows\Registration\R000000000006.clb
0xc90c0868b4c0	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\d3dcompiler_47.dll
0xc90c0868b7e0	\Windows\System32\DesktopShellExt.dll
0xc90c0868b970	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\ShaderCache\data_0
0xc90c0868bb00	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\msedge_200_percent.pak
0xc90c0868bc90	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\libGLESv2.dll
