Volatility 3 Framework 2.26.2

Offset	Name
0xc90c0927adf0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\shared_proto_db\MANIFEST-000004
0xc90c0927b750	\Windows\System32\wups.dll
0xc90c0927b8e0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Network\Trust Tokens-journal
0xc90c0927ba70	\Program Files\WindowsApps\Microsoft.SkypeApp_14.53.77.0_x64__kzf8qxf38zg5c\clrcompression.dll
0xc90c0927bd90	\Program Files\Common Files\microsoft shared\ClickToRun\vcruntime140.dll
0xc90c0927c0b0	\Program Files\Common Files\microsoft shared\ClickToRun
0xc90c0927c3d0	\Program Files\Common Files\microsoft shared\ClickToRun\vcruntime140_1.dll
0xc90c0927c560	\CMApi
0xc90c0927d1e0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Safe Browsing Network\Safe Browsing Cookies
0xc90c0927d690	\$Directory
0xc90c0927d9b0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\index
0xc90c0927e310	\Windows\System32\en-US\propsys.dll.mui
0xc90c0927e4a0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\DawnWebGPUCache\data_3
0xc90c0927e630	\Windows\System32\winevt\Logs\Microsoft-Windows-WindowsBackup%4ActionCenter.evtx
0xc90c0927ee00	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\DawnWebGPUCache\index
0xc90c092803e0	\Windows\Globalization\ICU\timezoneTypes.res
0xc90c09281380	\Windows\System32\en-US\shell32.dll.mui
0xc90c092816a0	\Windows\Globalization\ICU\windowsZones.res
0xc90c09281830	\Windows\SysWOW64\secur32.dll
0xc90c09282190	\Windows\System32
0xc90c09282640	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\data_0
0xc90c09283450	\Windows\System32\MicrosoftAccountTokenProvider.dll
0xc90c09283db0	\Windows\System32\msIso.dll
0xc90c092840d0	\Windows\Globalization\ICU\zoneinfo64.res
0xc90c09284260	\Windows\System32\en-US\QuietHours.dll.mui
0xc90c092848a0	\$Directory
0xc90c09284a30	\$ConvertToNonresident
0xc90c09284ee0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\DawnGraphiteCache\data_0
0xc90c09285200	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\data_0
0xc90c09285390	\$Directory
0xc90c09285520	\$Directory
0xc90c092856b0	\Windows\System32\en-US\propsys.dll.mui
0xc90c092859d0	\Windows\SoftwareDistribution\DataStore\DataStore.jfm
0xc90c09285b60	\Windows\SysWOW64\Windows.Networking.Connectivity.dll
0xc90c09285e80	\Windows\SysWOW64\wininet.dll
0xc90c092861a0	\$ConvertToNonresident
0xc90c092864c0	\Users\Elon\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\INetCache\MSIMGSIZ.DAT
0xc90c09286970	\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe
0xc90c09286b00	\Sessions\1\AppContainerNamedObjects\S-1-15-2-155514346-2573954481-755741238-1654018636-1233331829-3075935687-2861478708
0xc90c09286e20	\Windows\System32\en-US\securityhealthsso.dll.mui
0xc90c09287460	\Windows\System32\winevt\Logs\Microsoft-Windows-Windows Defender%4WHC.evtx
0xc90c092875f0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\DawnGraphiteCache\data_1
0xc90c09288400	\Windows\System32\SettingSyncCore.dll
0xc90c09288d60	\Windows\System32\AppXApplicabilityBlob.dll
0xc90c09288ef0	\Windows\Registration\R000000000006.clb
0xc90c092899e0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\DawnGraphiteCache\data_2
0xc90c09289e90	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Network\Cookies
0xc90c0928a660	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\data_1
0xc90c0928a7f0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\DawnGraphiteCache\data_1
0xc90c0928ab10	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\data_2
0xc90c0928ae30	\Windows\System32\en-US\dui70.dll.mui
0xc90c0928b920	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\DawnGraphiteCache\data_3
0xc90c0928c280	\CMApi
0xc90c0928d220	\Windows\System32\SecurityHealthService.exe
0xc90c0928d6d0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\data_0
0xc90c0928d860	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Cache\Cache_Data\data_3
0xc90c0928db80	\Windows\System32\mrt100.dll
0xc90c0928e350	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\index
0xc90c0928ee40	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\index
0xc90c0928f2f0	\Windows\System32\winevt\Logs\Microsoft-Windows-AppxPackaging%4Operational.evtx
0xc90c0928f610	\CMApi
0xc90c0928f7a0	\CMApi
0xc90c0928fde0	\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\resources.pri
0xc90c09290420	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\data_3
0xc90c092908d0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\data_2
0xc90c092910a0	\ProgramData\Microsoft\Windows Security Health\Logs\SHS-07042024-034515-7-7f-19041.1.amd64fre.vb_release.191206-1406.etl
0xc90c09291230	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\data_3
0xc90c092913c0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\data_0
0xc90c09291550	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0xc90c09291d20	\CMNotify
0xc90c09292360	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\data_1
0xc90c092924f0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\data_1
0xc90c09292810	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\data_1
0xc90c092929a0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\data_2
0xc90c09292b30	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\GraphiteDawnCache\data_2
0xc90c09292e50	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\GrShaderCache\data_3
0xc90c09293170	\CMNotify
0xc90c09293490	\Program Files\VMware\VMware Tools\vmtoolsd.exe
0xc90c092937b0	\$ConvertToNonresident
0xc90c09293ad0	\Windows\WinSxS\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.19041.2006_none_919e9136cc8d4791
0xc90c09294430	\Windows\Registration\R000000000006.clb
0xc90c09294c00	\Windows\System32\SecurityHealthProxyStub.dll
0xc90c09295240	\Windows\WinSxS\amd64_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.19041.2006_none_919e9136cc8d4791\GdiPlus.dll
0xc90c09295880	\CMApi
0xc90c09295d30	\Windows\System32\mlang.dll
0xc90c09296820	\Windows\System32\WorkFoldersShell.dll
0xc90c092969b0	\$Directory
0xc90c09296e60	\Windows\Fonts\segoeui.ttf
0xc90c09297180	\Windows\System32\en-US\KernelBase.dll.mui
0xc90c092974a0	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ShellExperienceHost_10.0.19041.1949_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat
0xc90c09297630	\Windows\System32\Windows.Services.TargetedContent.dll
0xc90c092977c0	\Windows\System32\en-US\KernelBase.dll.mui
0xc90c09298120	\Windows\System32\Windows.Networking.Vpn.dll
0xc90c09298440	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ShellExperienceHost_10.0.19041.1949_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG2
0xc90c092985d0	\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\resources.pri
0xc90c09298c10	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ShellExperienceHost_10.0.19041.1949_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat.LOG1
0xc90c092993e0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.19041.1110_none_792d1c772443f647
0xc90c09299570	\$Directory
0xc90c0929a830	\Endpoint
0xc90c0929ab50	\Endpoint
0xc90c0929be10	\$Directory
0xc90c0929c130	\Program Files\VMware\VMware Tools\plugins\vmusr\dndcp.dll
0xc90c0929c5e0	\Endpoint
0xc90c0929c770	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftOfficeHub_18.1903.1152.0_x64__8wekyb3d8bbwe\ActivationStore.dat
0xc90c0929c900	\CMApi
0xc90c0929d0d0	\Windows\System32\CapabilityAccessHandlers.dll
0xc90c0929d580	\Windows\System32\LocationFramework.dll
0xc90c0929da30	\CMNotify
0xc90c0929dbc0	\Endpoint
0xc90c0929dee0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.19041.1110_none_792d1c772443f647\comctl32.dll
0xc90c0929e6b0	\Windows\System32\lfsvc.dll
0xc90c0929e840	\Windows\System32\LocationWinPalMisc.dll
0xc90c0929f4c0	\Windows\System32\Geolocation.dll
0xc90c092a0460	\Windows\System32\winevt\Logs\Microsoft-Windows-RestartManager%4Operational.evtx
0xc90c092a26c0	\Windows\System32\en-US\KernelBase.dll.mui
0xc90c09502370	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-122536278BCFFE6CE6ECD9073800035F7BEDBC66.bin.79
0xc90c09502500	\LOCAL\mojo.5488.5628.16093870430401889691
0xc90c09502690	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0xc90c09502820	\Windows\System32\en-US\kernel32.dll.mui
0xc90c095029b0	\$ConvertToNonresident
0xc90c09502b40	\Windows\Prefetch\MSEDGE.EXE-37D25FA2.pf
0xc90c09502cd0	\$ConvertToNonresident
0xc90c09502e60	\$Directory
0xc90c09503180	\$Directory
0xc90c09503630	\$Directory
0xc90c095037c0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\02a3c2ffeccb0d7b_0
0xc90c09503ae0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-122536278BCFFE6CE6ECD9073800035F7BEDBC66.bin.01
0xc90c09503c70	\Windows\System32\BitsProxy.dll
0xc90c09503e00	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-122536278BCFFE6CE6ECD9073800035F7BEDBC66.bin.01
0xc90c09504120	\$Directory
0xc90c095042b0	\Windows\System32\wups2.dll
0xc90c09504440	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\160b308ece0a1c43_0
0xc90c095045d0	\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0xc90c09504760	\Windows\SoftwareDistribution\DataStore\Logs\edbtmp.log
0xc90c095048f0	\$Directory
0xc90c09504a80	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\bcb1a75edda23029_0
0xc90c09504c10	\Windows\SysWOW64\userenv.dll
0xc90c09504da0	\Windows\System32\UpdateDeploymentProvider.dll
0xc90c095050c0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\8b20492a361ea507_0
0xc90c095053e0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-122536278BCFFE6CE6ECD9073800035F7BEDBC66.bin.67
0xc90c09505570	\$Directory
0xc90c09505700	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-122536278BCFFE6CE6ECD9073800035F7BEDBC66.bin.6C
0xc90c09505a20	\$Directory
0xc90c09505bb0	\$Directory
0xc90c09505d40	\$Directory
0xc90c095061f0	\$Directory
0xc90c09506380	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\SmartScreen\local\downloadCache
0xc90c095066a0	\$Directory
0xc90c09506830	\$Directory
0xc90c095069c0	\Windows\System32\smartscreenps.dll
0xc90c09506b50	\$ConvertToNonresident
0xc90c09506ce0	\Windows\Fonts\segoeuib.ttf
0xc90c09507190	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-122536278BCFFE6CE6ECD9073800035F7BEDBC66.bin.67
0xc90c09507320	\$Directory
0xc90c095074b0	\$Directory
0xc90c09507640	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\icudtl.dat
0xc90c095077d0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\5e4a9ddb0723e8da_0
0xc90c09507960	\$Directory
0xc90c09507af0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\ExtensionActivityComp
0xc90c09507c80	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\5022e18d5de644d8_0
0xc90c09507e10	\LOCAL\mojo.5488.5628.16093870430401889691
0xc90c09508130	\Windows\System32\en-US\dusmsvc.dll.mui
0xc90c095082c0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\0ec6f0a478e2c490_0
0xc90c09508450	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Shortcuts
0xc90c095085e0	\Windows\System32\WinRtTracing.dll
0xc90c09508900	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-122536278BCFFE6CE6ECD9073800035F7BEDBC66.bin.6C
0xc90c09508a90	\$Directory
0xc90c09508c20	\Windows\System32\cmd.exe
0xc90c09509260	\LOCAL\mojo.5488.5704.7952880927056372445
0xc90c09509580	\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db
0xc90c09509710	\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\thumbcache_16.db
0xc90c095098a0	\$Directory
0xc90c09509a30	\$Directory
0xc90c09509bc0	\$Directory
0xc90c09509d50	\Windows\System32\en-US\Windows.Web.Http.dll.mui
0xc90c0950a200	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Shortcuts-journal
0xc90c0950a390	\$ConvertToNonresident
0xc90c0950a520	\$Directory
0xc90c0950a6b0	\$Directory
0xc90c0950a840	\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\thumbcache_16.db
0xc90c0950a9d0	\Windows\System32\DdcComImplementationsDesktop.dll
0xc90c0950ab60	\ProgramData\Microsoft\Windows\DeviceMetadataCache\dmrc.idx.0
0xc90c0950acf0	\$Directory
0xc90c0950ae80	\Windows\System32\en-US\KernelBase.dll.mui
0xc90c0950b1a0	\Windows\System32\consent.exe
0xc90c0950b4c0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Network Action Predictor
0xc90c0950b650	\LOCAL\mojo.5488.5704.7952880927056372445
0xc90c0950b7e0	\$Directory
0xc90c0950b970	\Windows\System32\storewuauth.dll
0xc90c0950bb00	\$Directory
0xc90c0950bc90	\Users\Elon\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\MetaData\7423F88C7F265F0DEFC08EA88C3BDE45_AA1E8580D4EBC816148CE81268683776
0xc90c0950be20	\$Directory
0xc90c0950c140	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\DIPS-journal
0xc90c0950c5f0	\Windows\System32\perfdisk.dll
0xc90c0950c780	\Windows\Prefetch\CONSENT.EXE-40419367.pf
0xc90c0950c910	\Windows\Fonts\StaticCache.dat
0xc90c0950cc30	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
0xc90c0950cdc0	\Windows\System32\Windows.UI.Cred.dll
0xc90c0950d0e0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\f3cd446f1a4edb50_0
0xc90c0950d270	\$Directory
0xc90c0950d400	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\msedge.dll
0xc90c0950d590	\Windows\System32\en-US\datamap.0409.dat
0xc90c0950d8b0	\$Directory
0xc90c0950da40	\Windows\System32\en-US\datamap.0409.dat
0xc90c0950dbd0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\9aaba763-fc90-449c-9874-08ebd28f3871\ceeab42b73cb0a3a_0
0xc90c0950dd60	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\v8_context_snapshot.bin
0xc90c0950def0	\Windows\Prefetch\IPCONFIG.EXE-BFEC2AD0.pf
0xc90c0950e080	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
0xc90c0950e210	\$Directory
0xc90c0950e530	\Windows\System32\Windows.UI.CredDialogController.dll
0xc90c0950e6c0	\$Directory
0xc90c0950e850	\Windows\System32\en-US\shell32.dll.mui
0xc90c0950e9e0	\Users\Elon\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\MetaData\E2C6CBAF0AF08CF203BA74BF0D0AB6D5_0FB9553B978E7F00C6B2309507DEB64A
0xc90c0950eb70	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\BrowserMetrics\BrowserMetrics-66867D39-1570.pma
0xc90c0950ed00	\$Directory
0xc90c0950ee90	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\809fab86427b8061_0
0xc90c0950f1b0	\Users\Elon\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\MetaData\E2C6CBAF0AF08CF203BA74BF0D0AB6D5_363582827213C09529A76F35FB615187
0xc90c0950f340	\$Directory
0xc90c0950f7f0	\$Directory
0xc90c0950fb10	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0xc90c0950fca0	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87
0xc90c0950fe30	\crashpad_5488_YXCKFDXDXQAREHUF
0xc90c095102e0	\Windows\SysWOW64\cryptnet.dll
0xc90c09510790	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87
0xc90c09510ab0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\9aaba763-fc90-449c-9874-08ebd28f3871\ceeab42b73cb0a3a_1
0xc90c09510c40	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\microsoft_shell_integration.dll
0xc90c09510dd0	\Windows\System32\hcproviders.dll
0xc90c09511410	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
0xc90c095115a0	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\icudtl.dat
0xc90c09511730	\Windows\System32\perfos.dll
0xc90c09512540	\$Directory
0xc90c095126d0	\$Directory
0xc90c09512860	\Windows\System32\loadperf.dll
0xc90c095129f0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\DIPS
0xc90c09512b80	\Users\Elon\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AC\Microsoft\CryptnetUrlCache\MetaData\E2C6CBAF0AF08CF203BA74BF0D0AB6D5_CBDCCBFE4F7A916411C1E69BDD97BB04
0xc90c09512ea0	\Windows\System32\wbem\wmiprov.dll
0xc90c095131c0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-122536278BCFFE6CE6ECD9073800035F7BEDBC66.bin.7E
0xc90c09513350	\$Directory
0xc90c095134e0	\$Directory
0xc90c09513800	\Windows\System32\wwapi.dll
0xc90c09513990	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-122536278BCFFE6CE6ECD9073800035F7BEDBC66.bin.7E
0xc90c09513b20	\Windows\System32\msi.dll
0xc90c09513e40	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\v8_context_snapshot.bin
0xc90c095142f0	\ProgramData\Microsoft\Windows Defender\Scans\mpcache-122536278BCFFE6CE6ECD9073800035F7BEDBC66.bin.87
0xc90c09514610	\CMNotify
0xc90c095147a0	\Users\Public\Desktop\desktop.ini
0xc90c09514930	\Windows\System32\FontGlyphAnimator.dll
0xc90c09514c50	\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\iconcache_48.db
0xc90c09514de0	\Windows\System32\en-US\KernelBase.dll.mui
0xc90c09515290	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\02aecf8da6f8f2af_0
0xc90c09515420	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\cc00ac333f0bf986_0
0xc90c095155b0	\Windows\System32\en-US\netmsg.dll.mui
0xc90c09515740	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.ScreenSketch_10.1907.2471.0_x64__8wekyb3d8bbwe\S-1-5-21-3274565340-3808842250-3617890653-1001.pckgdep
0xc90c095158d0	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\msedge_100_percent.pak
0xc90c09515a60	\$Directory
0xc90c09515bf0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\1d6f86f8bd95fd1d_0
0xc90c095160a0	\Users\Elon\AppData\Roaming\Microsoft\Windows\Recent\AutomaticDestinations\5f7b5f1e01b83767.automaticDestinations-ms
0xc90c09516230	\$Directory
0xc90c09516550	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\64d97b09dba174fc_0
0xc90c095166e0	\Windows\SysWOW64\oleaut32.dll
0xc90c09516a00	\Users\Elon\AppData\Roaming\Microsoft\Windows\Libraries\desktop.ini
0xc90c09516b90	\$Directory
0xc90c09516eb0	\Windows\System32\en-US\shell32.dll.mui
0xc90c095171d0	\Windows\Fonts\msyh.ttc
0xc90c09517360	\Windows\System32\UIRibbon.dll
0xc90c095174f0	\Windows\System32\config\systemprofile\AppData\LocalLow\Microsoft\CryptnetUrlCache\Content\57C8EDB95DF3F0AD4EE2DC2B8CFD4157
0xc90c09517810	\Windows\System32\winevt\Logs\Microsoft-Windows-Known Folders API Service.evtx
0xc90c09517b30	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Service Worker\CacheStorage\3cedfb74d44f2e84198d23075aef16c34a668ceb\9aaba763-fc90-449c-9874-08ebd28f3871\6e6bcdf806133500_0
0xc90c09518300	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\a3a816194579478d_0
0xc90c09518490	\$ConvertToNonresident
0xc90c09518620	\Windows\Fonts\consola.ttf
0xc90c09518650	蚨॑줌￿蚨॑줌￿
0xc90c095187b0	\Users\Elon\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\18E6B4A57A6BC7EC9B861CDF2D6D0D02_C3B142D2C5374581DC2FDFFDEDBDEDDB
0xc90c09518940	\Windows\Fonts\segoeui.ttf
0xc90c09518ad0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Code Cache\js\41a4ebffd069515d_0
0xc90c09518c60	\Windows\System32\pnrpnsp.dll
0xc90c09518df0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Collections\collectionsSQLite-journal
0xc90c09519110	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\msedge_200_percent.pak
0xc90c095192a0	\Windows\Fonts\segoeuib.ttf
0xc90c09519430	\Windows\System32\en-US\ipconfig.exe.mui
0xc90c095195c0	\$ConvertToNonresident
0xc90c09519750	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\first_party_sets.db
0xc90c095198e0	\$ConvertToNonresident
0xc90c09519a70	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Collections\collectionsSQLite
0xc90c09519c00	\Windows\System32
0xc90c09519d90	\Windows\System32\RuntimeBroker.exe
0xc90c0951a0b0	\Windows\Prefetch\SEARCHFILTERHOST.EXE-44162447.pf
0xc90c0951a240	\Windows\Fonts\consolab.ttf
0xc90c0951a3d0	\Windows\Fonts\consolai.ttf
0xc90c0951a560	\Windows\Fonts\consolaz.ttf
0xc90c0951a6f0	\Windows\WinSxS\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.19041.1110_none_60b5254171f9507e
0xc90c0951a880	\$Directory
0xc90c0951aa10	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\EdgeHubAppUsage\EdgeHubAppUsageSQLite.db-journal
0xc90c0951aba0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\Network\Reporting and NEL-journal
0xc90c0951aec0	\Users\Elon\AppData\Local\Packages\Microsoft.Windows.Search_cw5n1h2txyewy\AppData\Indexed DB\edb.chk
0xc90c0951b370	\Windows\System32\wincredui.dll
0xc90c0951b820	\Windows\Fonts\consolab.ttf
0xc90c0951b9b0	\Windows\System32\CryptoWinRT.dll
0xc90c0951bb40	\Windows\Fonts\consolai.ttf
0xc90c0951bcd0	\Windows\Fonts\consolaz.ttf
0xc90c0951be60	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\first_party_sets.db-journal
0xc90c0951c180	\Windows\Fonts\segoeuii.ttf
0xc90c0951c310	\Program Files (x86)\Microsoft\Edge\Application\msedge.exe
0xc90c0951c4a0	\LOCAL\mojo.5488.5704.5089563337135510435
0xc90c0951c630	\Dev\Query
0xc90c0951c7c0	\Users\Elon\AppData\Local\Microsoft\Windows\Explorer\thumbcache_48.db
0xc90c0951cc70	\Windows\System32\Microsoft.Bluetooth.UserService.dll
0xc90c0951ce00	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.GetHelp_10.1706.13331.0_x64__8wekyb3d8bbwe\S-1-5-21-3274565340-3808842250-3617890653-1001.pckgdep
0xc90c0951d120	\$Directory
0xc90c0951d2b0	\Program Files\WindowsApps\Microsoft.GetHelp_10.1706.13331.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0xc90c0951d440	\Users\Elon\AppData\LocalLow\Microsoft\CryptnetUrlCache\MetaData\2D85F72862B55C4EADD9E66E06947F3D
0xc90c0951d8f0	\LOCAL\mojo.5488.5704.5089563337135510435
0xc90c0951da80	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.People_10.1902.633.0_x64__8wekyb3d8bbwe\S-1-5-21-3274565340-3808842250-3617890653-1001.pckgdep
0xc90c0951dc10	\Users\Elon\AppData\Roaming\Microsoft\Protect\S-1-5-21-3274565340-3808842250-3617890653-1001\Preferred
0xc90c0951dda0	\$Directory
0xc90c0951e0c0	\Program Files\WindowsApps\Microsoft.People_10.1902.633.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0xc90c0951e570	\$Directory
0xc90c0951e700	\Program Files\WindowsApps\Microsoft.Getstarted_8.2.22942.0_x64__8wekyb3d8bbwe\AppxManifest.xml
0xc90c0951ea20	\Windows\Fonts\arial.ttf
0xc90c0951ebb0	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87\Locales\en-US.pak
0xc90c0951ed40	\Windows\Fonts\GOTHICBI.TTF
0xc90c0951eed0	\$ConvertToNonresident
0xc90c0951f380	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87
0xc90c0951f510	\Windows\SysWOW64\diagnosticdataquery.dll
0xc90c0951f6a0	\Program Files (x86)\Microsoft\Edge\Application\126.0.2592.87
0xc90c0951f9c0	\Users\Elon\AppData\Local\Microsoft\Edge\User Data\Default\EdgeHubAppUsage\EdgeHubAppUsageSQLite.db
0xc90c0951fb50	\$Directory
0xc90c09520190	\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Getstarted_8.2.22942.0_x64__8wekyb3d8bbwe\S-1-5-21-3274565340-3808842250-3617890653-1001.pckgdep
